"zip_code","count"
"08876","1"
"30024","1"
"78741","1"
"92562","1"
"07726","1"
"15208","1"
"33179-3899","1"
"14221","1"
"01702","1"
"70121","1"
"34697-0368","1"
"59937","1"
"40223","1"
"01970","1"
"25701","1"
"80104","1"
"10055","1"
"32805","1"
"85711","1"
"33761","1"
"34134","1"
"89509","1"
"70433","1"
"54701","1"
"07446","1"
"43659","1"
"91387","1"
"98108","1"
"06901-3512","1"
"72207","1"
"92024","1"
"30360","1"
"82604","1"
"90015","1"
"91311","1"
"37902","1"
"95070","1"
"90815","1"
"44105","1"
"11725","1"
"89146","1"
"11042","1"
"94002","1"
"10580-1422","1"
"18966","1"
"22101","1"
"38133","1"
"85750","1"
"92029","1"
"75081","1"
"70401","1"
"30099","1"
"71101","1"
"29678","1"
"23607","1"
"99701","1"
"33016","1"
"74136","1"
"84003","1"
"33009","1"
"19468","1"
"45840-3229","1"
"92126","1"
"55439","1"
"60201","1"
"22901","1"
"48213","1"
"93722","1"
"94534","1"
"83873","1"
"75082","1"
"71270","1"
"06877","1"
"44306","1"
"08731","1"
"29651","1"
"92507","1"
"33765","1"
"07073","1"
"32836","1"
"20003","1"
"60450","1"
"75220","1"
"07012","1"
"94925","1"
"60604","1"
"19067","1"
"98043","1"
"33304","1"
"98103","1"
"63144","1"
"90094","1"
"85301","1"
"83646","1"
"32960","1"
"02909","1"
"33142","1"
"28801","1"
"30005","1"
"18101","1"
"75251","1"
"90402","1"
"91303","1"
"11777","1"
"07047","1"
"78521","1"
"60064","1"
"45840","1"
"80121","1"
"98362","1"
"33314","1"
"08101","1"
"00926","1"
"07866","1"
"21401","1"
"15206","1"
"94558","1"
"04092","1"
"92881","1"
"32821","1"
"10289","1"
"07828","1"
"40299","1"
"72223","1"
"53226","1"
"27511","1"
"44144","1"
"78682","1"
"07753","1"
"22911","1"
"71730-5836","1"
"32308","1"
"89503","1"
"02465","1"
"08016","1"
"94102","1"
"14534-4560","1"
"75089","1"
"KY1-1104","1"
"10016-2817","1"
"93611","1"
"76117","1"
"11780","1"
"23321","1"
"91942","1"
"31210","1"
"73142","1"
"37774","1"
"28226","1"
"93921","1"
"78712","1"
"44706-0928","1"
"77041","1"
"06902-1250","1"
"70816","1"
"55446","1"
"01451","1"
"76086","1"
"27409","1"
"78753","1"
"15320","1"
"13126","1"
"90831","1"
"93013","1"
"77022","1"
"89437","1"
"90248","1"
"60448","1"
"70801","1"
"78744","1"
"32081","1"
"48216","1"
"44305","1"
"89103","1"
"91007","1"
"02138","1"
"37855","1"
"17112","1"
"20016","1"
"36066","1"
"27265","1"
"37217","1"
"60091","1"
"80210","1"
"37201","1"
"29405","1"
"24091","1"
"21044","1"
"20705","1"
"10990","1"
"21090","1"
"79702","1"
"58102","1"
"84104","1"
"97006","1"
"14604","1"
"94702","1"
"60614","1"
"60527","1"
"49507","1"
"10002","1"
"77079-1121","1"
"89119-4112","1"
"33771","1"
"80229","1"
"37620","1"
"80026","1"
"75023","1"
"20904","1"
"12020","1"
"64125","1"
"30096-4980","1"
"44077","1"
"07120","1"
"80120","1"
"29708","1"
"36303","1"
"92260","1"
"07410","1"
"61342","1"
"11558","1"
"78259","1"
"84065","1"
"10305","1"
"46221","1"
"17331","1"
"77494","1"
"55450","1"
"91521","1"
"30340","1"
"92064","1"
"12601","1"
"27518","1"
"10940","1"
"91708","1"
"15090","1"
"48150","1"
"11516","1"
"27401","1"
"32949","1"
"22201","1"
"97210","1"
"34698","1"
"94022","1"
"33322","1"
"53050","1"
"78215","1"
"47374","1"
"02481","1"
"12211","1"
"92708","1"
"80920","1"
"30518","1"
"94123","1"
"07677","1"
"03062","1"
"79706","1"
"45042","1"
"18902","1"
"05403","1"
"78754","1"
"10010-7751","1"
"10281-1023","1"
"89012","1"
"18034","1"
"10172","1"
"60008","1"
"95605","1"
"33146","1"
"90065","1"
"97070","1"
"55425","1"
"90808","1"
"87506","1"
"87109","1"
"45240","1"
"44147","1"
"48951","1"
"30014","1"
"27615","1"
"32935","1"
"20740","1"
"63132","1"
"98110","1"
"15205","1"
"80031","1"
"06513","1"
"20874","1"
"80906","1"
"11501","1"
"78132","1"
"78665","1"
"29036","1"
"29304","1"
"73131","1"
"92868","1"
"60612-1577","1"
"06437","1"
"80230","1"
"54403","1"
"94954","1"
"92592","1"
"92106","1"
"945888","1"
"30179","1"
"49684","1"
"59840","1"
"55110","1"
"90019","1"
"48226-1279","1"
"60077","1"
"28504","1"
"77059","1"
"94012","1"
"33166","1"
"35055","1"
"83014","1"
"10601","1"
"20191","1"
"90807","1"
"34232","1"
"75773","1"
"43068","1"
"38119","1"
"63146","1"
"19073-3269","1"
"60523-1903","1"
"10462","1"
"02904","1"
"33184","1"
"19317","1"
"84010","1"
"19128","1"
"92344","1"
"78768","1"
"91754","1"
"18042","1"
"85718","1"
"91610","1"
"33172","1"
"28405","1"
"07042","1"
"32502","1"
"68144","1"
"80234","1"
"89702","1"
"19603","1"
"45891","1"
"02149","1"
"74868","1"
"34653","1"
"93012","1"
"95229","1"
"50309","1"
"19709","1"
"32082","1"
"96791","1"
"03820","1"
"91786","1"
"90502","1"
"08805","1"
"75041","1"
"32819","1"
"77423","1"
"97702","1"
"89115","1"
"22314","1"
"61354","1"
"45822","1"
"80215","1"
"13642","1"
"68801","1"
"37752","1"
"30188","1"
"107-0052","1"
"75223","1"
"75670","1"
"19111","1"
"32210","1"
"10604","1"
"45371","1"
"100017","1"
"14048","1"
"20011","1"
"85713","1"
"90027","1"
"94601","1"
"33179","1"
"07092","1"
"10175","1"
"55426","1"
"03902","1"
"60304","1"
"28401","1"
"10168","1"
"95133","1"
"07950","1"
"00901","1"
"07078","1"
"60642","1"
"78701-3218","1"
"95826","1"
"80302","1"
"33103","1"
"91006","1"
"91325","1"
"90011","1"
"06042","1"
"19943","1"
"NY 10036","1"
"02143","1"
"11590","1"
"35758","1"
"19146","1"
